kmeans_cluster,num_friends,num_games,recommend_rate,total_playtime_forever_hr,avg_playtime_per_game_hr
0,0.7604108642855552,314.60312827254296,1.9670318768413608,4747.946263080888,18.67088804932296
1,0.6873256427655885,143.45216014476364,6.436309564096174,9459.277921033452,79.67907937567486
2,1.015538506361076,1230.102942604642,1.3047831608104845,9512.009998057687,8.432504723953189
3,1.8753082241454335,428.83991683991684,1.8495244798512953,13653.347740495416,38.532473656701
4,228.04383561643834,441.3205479452055,2.349749038109718,10790.802267884323,36.9835800723776
